graph_name,nodes,edges,initial_crossings_neato
grafo1698.33.graphml,33,43,8
grafo1699.21.graphml,21,24,2
grafo170.49.graphml,49,62,17
grafo1700.15.graphml,15,19,0
grafo1701.36.graphml,36,41,4
grafo1702.30.graphml,30,36,2
grafo1703.18.graphml,18,20,0
grafo1704.10.graphml,10,15,3
grafo1705.19.graphml,19,24,5
grafo1706.24.graphml,24,30,3
grafo1707.18.graphml,18,21,1
grafo1708.21.graphml,21,26,2
grafo1709.13.graphml,13,19,2
grafo171.30.graphml,30,40,12
grafo1710.40.graphml,40,49,5
grafo1711.33.graphml,33,46,16
grafo1712.22.graphml,22,25,0
grafo1713.19.graphml,19,19,0
grafo1714.12.graphml,12,18,3
grafo1715.22.graphml,22,34,14
grafo1716.20.graphml,20,23,0
grafo1717.14.graphml,14,14,0
grafo1718.21.graphml,21,29,3
grafo1719.13.graphml,13,16,1
grafo172.30.graphml,30,33,1
grafo1720.19.graphml,19,25,1
grafo1721.24.graphml,24,27,1
grafo1722.12.graphml,12,21,13
grafo1723.10.graphml,10,15,3
grafo1724.19.graphml,19,21,1
grafo1725.32.graphml,32,41,5
grafo1726.22.graphml,22,26,0
grafo1727.21.graphml,21,23,3
grafo1728.61.graphml,61,71,8
grafo1729.13.graphml,13,19,3
grafo173.26.graphml,26,31,1
grafo1730.29.graphml,29,35,7
grafo1731.16.graphml,16,19,1
grafo1732.17.graphml,17,20,0
grafo1733.20.graphml,20,24,2
grafo1734.11.graphml,11,14,0
grafo1735.11.graphml,11,14,0
grafo1736.27.graphml,27,35,4
grafo1737.22.graphml,22,28,6
grafo1738.15.graphml,15,15,0
grafo1739.16.graphml,16,21,1
grafo174.27.graphml,27,28,0
grafo1740.10.graphml,10,13,2
grafo1741.16.graphml,16,16,0
grafo1742.34.graphml,34,43,4
grafo1743.25.graphml,25,32,4
grafo1744.12.graphml,12,15,1
grafo1745.17.graphml,17,20,0
grafo1746.27.graphml,27,38,6
grafo1747.19.graphml,19,29,8
grafo1748.16.graphml,16,17,1
grafo1749.21.graphml,21,32,13
grafo175.23.graphml,23,24,1
grafo1750.12.graphml,12,18,4
grafo1751.17.graphml,17,21,0
grafo1752.21.graphml,21,29,5
grafo1753.16.graphml,16,23,5
grafo1754.13.graphml,13,21,4
grafo1755.20.graphml,20,22,1
grafo1756.16.graphml,16,20,2
grafo1757.20.graphml,20,25,0
grafo1758.37.graphml,37,45,8
grafo1759.26.graphml,26,36,13
grafo176.30.graphml,30,35,2
grafo1760.28.graphml,28,39,12
grafo1761.20.graphml,20,26,1
grafo1762.21.graphml,21,25,1
grafo1763.12.graphml,12,21,8
grafo1764.20.graphml,20,25,4
grafo1765.22.graphml,22,31,7
grafo1766.11.graphml,11,17,1
grafo1767.32.graphml,32,42,5
grafo1768.26.graphml,26,30,1
grafo1769.16.graphml,16,20,2
grafo177.11.graphml,11,12,1
grafo1770.38.graphml,38,45,3
grafo1771.22.graphml,22,26,1
grafo1772.15.graphml,15,25,8
grafo1773.27.graphml,27,33,3
grafo1774.10.graphml,10,15,3
grafo1775.31.graphml,31,40,5
grafo1776.44.graphml,44,54,11
grafo1777.23.graphml,23,32,5
grafo1778.15.graphml,15,20,3
grafo1779.21.graphml,21,30,4
grafo178.33.graphml,33,42,8
grafo1780.18.graphml,18,24,3
grafo1781.14.graphml,14,20,3
grafo1782.15.graphml,15,22,4
grafo1783.30.graphml,30,37,3
grafo1784.32.graphml,32,36,3
grafo1785.37.graphml,37,44,4
grafo1786.21.graphml,21,25,1
grafo1787.16.graphml,16,16,0
grafo1788.33.graphml,33,42,6
grafo1789.23.graphml,23,28,2
grafo179.35.graphml,35,42,6
grafo1790.16.graphml,16,17,0
grafo1791.11.graphml,11,15,1
grafo1792.16.graphml,16,22,1
grafo1793.21.graphml,21,26,2
grafo1794.17.graphml,17,20,0
grafo1795.11.graphml,11,15,0
grafo1796.31.graphml,31,40,4
grafo1797.19.graphml,19,27,6
grafo1798.23.graphml,23,31,2
grafo1799.26.graphml,26,30,1
grafo180.27.graphml,27,37,6
grafo1800.19.graphml,19,24,3
grafo1801.20.graphml,20,23,3
grafo1802.13.graphml,13,18,2
grafo1803.17.graphml,17,17,0
grafo1804.19.graphml,19,30,9
grafo1805.26.graphml,26,31,2
grafo1806.23.graphml,23,28,2
grafo1807.12.graphml,12,17,4
grafo1808.15.graphml,15,15,0
grafo1809.17.graphml,17,17,1
grafo181.29.graphml,29,40,15
grafo1810.30.graphml,30,40,4
grafo1811.18.graphml,18,23,2
grafo1812.19.graphml,19,21,1
grafo1813.28.graphml,28,33,3
grafo1814.21.graphml,21,28,9
grafo1815.34.graphml,34,37,0
grafo1816.12.graphml,12,19,0
grafo1817.28.graphml,28,34,5
grafo1818.26.graphml,26,28,0
grafo1819.22.graphml,22,37,18
grafo182.23.graphml,23,25,1
grafo1820.18.graphml,18,26,7
grafo1821.19.graphml,19,21,0
grafo1822.11.graphml,11,17,2
grafo1823.19.graphml,19,25,4
grafo1824.18.graphml,18,23,1
grafo1825.26.graphml,26,31,2
grafo1826.19.graphml,19,27,6
grafo1827.13.graphml,13,16,1
grafo1828.27.graphml,27,33,0
grafo1829.15.graphml,15,19,1
grafo183.28.graphml,28,32,2
grafo1830.24.graphml,24,29,7
grafo1831.17.graphml,17,19,0
grafo1832.11.graphml,11,12,1
grafo1833.46.graphml,46,60,17
grafo1834.19.graphml,19,23,4
grafo1835.11.graphml,11,15,2
grafo1836.45.graphml,45,58,20
grafo1837.20.graphml,20,24,4
grafo1838.21.graphml,21,25,0
grafo1839.13.graphml,13,15,1
grafo184.41.graphml,41,45,2
grafo1840.28.graphml,28,34,4
grafo1841.18.graphml,18,26,7
grafo1842.27.graphml,27,35,6
grafo1843.12.graphml,12,15,1
grafo1844.42.graphml,42,54,14
grafo1845.17.graphml,17,18,0
grafo1846.19.graphml,19,24,3
grafo1847.26.graphml,26,29,0
grafo1848.18.graphml,18,22,3
grafo1849.16.graphml,16,20,2
grafo185.22.graphml,22,26,3
grafo1850.22.graphml,22,28,2
grafo1851.17.graphml,17,22,3
grafo1852.19.graphml,19,25,1
grafo1853.13.graphml,13,15,0
grafo1854.22.graphml,22,27,3
grafo1855.20.graphml,20,27,3
grafo1856.14.graphml,14,14,0
grafo1857.10.graphml,10,12,1
grafo1858.19.graphml,19,21,0
grafo1859.32.graphml,32,35,2
grafo186.30.graphml,30,35,0
grafo1860.20.graphml,20,22,1
grafo1861.17.graphml,17,21,2
grafo1862.24.graphml,24,27,1
grafo1863.21.graphml,21,26,7
grafo1864.18.graphml,18,18,0
grafo1865.18.graphml,18,20,0
grafo1866.11.graphml,11,17,3
grafo1867.27.graphml,27,30,3
grafo1868.34.graphml,34,39,4
grafo1869.31.graphml,31,33,2
grafo187.15.graphml,15,18,0
grafo1870.14.graphml,14,21,2
grafo1871.17.graphml,17,18,0
grafo1872.23.graphml,23,25,0
grafo1873.20.graphml,20,27,5
grafo1874.36.graphml,36,48,16
grafo1875.17.graphml,17,22,5
grafo1876.11.graphml,11,19,4
grafo1877.33.graphml,33,48,13
grafo1878.16.graphml,16,18,0
grafo1879.21.graphml,21,30,8
grafo188.23.graphml,23,24,0
grafo1880.24.graphml,24,26,1
grafo1881.19.graphml,19,22,0
grafo1882.19.graphml,19,22,1
grafo1883.15.graphml,15,15,0
grafo1884.16.graphml,16,16,0
grafo1885.13.graphml,13,16,0
grafo1886.22.graphml,22,21,0
grafo1887.56.graphml,56,72,19
grafo1888.15.graphml,15,16,0
grafo1889.27.graphml,27,34,4
grafo189.30.graphml,30,36,1
grafo1890.33.graphml,33,40,6
grafo1891.18.graphml,18,19,1
grafo1892.23.graphml,23,24,0
grafo1893.18.graphml,18,18,0
grafo1894.22.graphml,22,30,5
grafo1895.14.graphml,14,16,0
grafo1896.21.graphml,21,25,2
grafo1897.19.graphml,19,20,0
grafo1898.10.graphml,10,15,3
grafo1899.23.graphml,23,29,1
grafo190.20.graphml,20,26,4
grafo1900.19.graphml,19,22,2
grafo1901.20.graphml,20,26,6
grafo1902.12.graphml,12,14,1
grafo1903.18.graphml,18,21,1
grafo1904.39.graphml,39,49,13
grafo1905.13.graphml,13,14,0
grafo1906.51.graphml,51,62,9
grafo1907.16.graphml,16,18,0
grafo1908.32.graphml,32,39,6
grafo1909.13.graphml,13,18,1
grafo191.21.graphml,21,24,1
grafo1910.21.graphml,21,27,3
grafo1911.21.graphml,21,26,5
grafo1912.11.graphml,11,17,4
grafo1913.11.graphml,11,14,0
grafo1914.28.graphml,28,36,4
grafo1915.33.graphml,33,44,9
grafo1916.20.graphml,20,23,0
grafo1917.11.graphml,11,17,3
grafo1918.16.graphml,16,23,1
grafo1919.21.graphml,21,25,1
grafo192.13.graphml,13,17,2
grafo1920.11.graphml,11,22,12
grafo1921.27.graphml,27,31,0
grafo1922.22.graphml,22,29,4
grafo1923.26.graphml,26,29,0
grafo1924.16.graphml,16,18,0
grafo1925.35.graphml,35,36,0
grafo1926.26.graphml,26,34,5
grafo1927.21.graphml,21,25,3
grafo1928.23.graphml,23,28,4
grafo1929.21.graphml,21,24,0
grafo193.12.graphml,12,13,0
grafo1930.13.graphml,13,13,0
grafo1931.20.graphml,20,29,5
grafo1932.13.graphml,13,17,1
grafo1933.22.graphml,22,26,2
grafo1934.14.graphml,14,14,0
grafo1935.13.graphml,13,18,3
grafo1936.18.graphml,18,27,1
grafo1937.21.graphml,21,24,2
grafo1938.12.graphml,12,15,1
grafo1939.22.graphml,22,22,0
grafo194.23.graphml,23,30,6
grafo1940.18.graphml,18,24,4
grafo1941.21.graphml,21,26,4
grafo1942.18.graphml,18,19,0
grafo1943.12.graphml,12,15,0
grafo1944.19.graphml,19,24,5
grafo1945.16.graphml,16,17,0
grafo1946.31.graphml,31,38,2
grafo1947.14.graphml,14,18,1
grafo1948.36.graphml,36,45,5
grafo1949.29.graphml,29,34,3
grafo195.15.graphml,15,24,7
grafo1950.24.graphml,24,27,1
grafo1951.14.graphml,14,25,13
grafo1952.26.graphml,26,31,1
grafo1953.32.graphml,32,34,0
grafo1954.24.graphml,24,27,1
grafo1955.10.graphml,10,15,3
grafo1956.41.graphml,41,58,26
grafo1957.10.graphml,10,15,3
grafo1958.30.graphml,30,33,0
grafo1959.25.graphml,25,30,5
grafo196.30.graphml,30,36,3
grafo1960.26.graphml,26,29,2
grafo1961.15.graphml,15,16,0
grafo1962.34.graphml,34,39,0
grafo1963.42.graphml,42,63,34
grafo1964.36.graphml,36,51,12
grafo1965.28.graphml,28,37,4
grafo1966.24.graphml,24,34,5
grafo1967.35.graphml,35,53,24
grafo1968.25.graphml,25,32,8
grafo1969.14.graphml,14,14,0
grafo197.15.graphml,15,15,0
grafo1970.15.graphml,15,17,0
grafo1971.15.graphml,15,20,0
grafo1972.10.graphml,10,15,3
grafo1973.27.graphml,27,33,6
grafo1974.23.graphml,23,27,3
grafo1975.33.graphml,33,46,15
grafo1976.32.graphml,32,43,5
grafo1977.24.graphml,24,23,0
grafo1978.37.graphml,37,47,19
grafo1979.47.graphml,47,64,25
grafo198.18.graphml,18,26,5
grafo1980.28.graphml,28,35,3
grafo1981.24.graphml,24,36,14
grafo1982.15.graphml,15,17,0
grafo1983.29.graphml,29,37,6
grafo1984.34.graphml,34,43,11
grafo1985.33.graphml,33,43,4
grafo1986.27.graphml,27,34,9
grafo1987.30.graphml,30,38,3
grafo1988.25.graphml,25,26,1
grafo1989.31.graphml,31,33,0
grafo199.13.graphml,13,19,1
grafo1990.34.graphml,34,38,2
grafo1991.31.graphml,31,39,12
grafo1992.32.graphml,32,36,2
grafo1993.32.graphml,32,42,12
grafo1994.14.graphml,14,19,1
grafo1995.25.graphml,25,33,8
grafo1996.26.graphml,26,32,3
grafo1997.27.graphml,27,31,0
grafo1998.31.graphml,31,36,0
grafo1999.38.graphml,38,45,5
grafo200.11.graphml,11,17,1
grafo2000.24.graphml,24,27,3
grafo2001.12.graphml,12,14,1
grafo2002.62.graphml,62,77,18
grafo2003.29.graphml,29,35,1
grafo2004.35.graphml,35,40,0
grafo2005.30.graphml,30,37,3
grafo2006.25.graphml,25,36,7
grafo2007.39.graphml,39,51,10
grafo2008.33.graphml,33,42,8
grafo2009.23.graphml,23,30,4
grafo201.13.graphml,13,16,1
grafo2010.34.graphml,34,41,8
grafo2011.39.graphml,39,49,12
grafo2012.30.graphml,30,46,17
grafo2013.30.graphml,30,38,14
grafo2014.23.graphml,23,28,3
grafo2015.35.graphml,35,48,15
grafo2016.25.graphml,25,33,5
grafo2017.24.graphml,24,28,3
grafo2018.28.graphml,28,37,3
grafo2019.41.graphml,41,47,3
grafo202.13.graphml,13,14,0
grafo2020.35.graphml,35,43,1
grafo2021.27.graphml,27,31,2
grafo2022.28.graphml,28,31,2
grafo2023.16.graphml,16,20,4
grafo2024.28.graphml,28,31,1
grafo2025.30.graphml,30,42,12
grafo2026.28.graphml,28,36,5
grafo2027.35.graphml,35,46,10
grafo2028.23.graphml,23,32,9
grafo2029.31.graphml,31,40,7
grafo203.13.graphml,13,14,0
grafo2030.30.graphml,30,44,17
grafo2031.34.graphml,34,42,3
grafo2032.23.graphml,23,27,3
grafo2033.30.graphml,30,37,8
grafo2034.31.graphml,31,41,9
grafo2035.30.graphml,30,45,10
grafo2036.27.graphml,27,32,0
grafo2037.27.graphml,27,31,2
grafo2038.29.graphml,29,39,7
grafo2039.39.graphml,39,45,1
grafo204.15.graphml,15,15,1
grafo2040.27.graphml,27,35,8
grafo2041.28.graphml,28,39,12
grafo2042.33.graphml,33,43,7
grafo2043.35.graphml,35,45,14
grafo2044.33.graphml,33,43,5
grafo2045.28.graphml,28,49,26
grafo2046.38.graphml,38,50,14
grafo2047.32.graphml,32,34,3
grafo2048.52.graphml,52,65,10
grafo2049.33.graphml,33,38,2
grafo205.30.graphml,30,33,0
grafo2050.27.graphml,27,36,2
grafo2051.25.graphml,25,26,0
grafo2052.38.graphml,38,50,14
grafo2053.31.graphml,31,37,6
grafo2054.29.graphml,29,35,1
grafo2055.39.graphml,39,51,9
grafo2056.20.graphml,20,22,0
grafo2057.34.graphml,34,45,10
grafo2058.28.graphml,28,29,1
grafo2059.42.graphml,42,52,4
grafo206.12.graphml,12,12,0
grafo2060.25.graphml,25,26,0
grafo2061.25.graphml,25,31,8
grafo2062.42.graphml,42,51,8
grafo2063.29.graphml,29,39,10
grafo2064.33.graphml,33,42,5
grafo2065.70.graphml,70,91,33
grafo2066.33.graphml,33,39,1
grafo2067.25.graphml,25,28,1
grafo2068.12.graphml,12,16,1
grafo2069.32.graphml,32,37,0
grafo207.12.graphml,12,13,1
grafo2070.37.graphml,37,49,9
grafo2071.37.graphml,37,58,38
grafo2072.29.graphml,29,43,11
grafo2073.32.graphml,32,34,0
grafo2074.34.graphml,34,34,0
grafo2075.32.graphml,32,41,6
grafo2076.29.graphml,29,35,4
grafo2077.25.graphml,25,30,9
grafo2078.29.graphml,29,37,8
grafo2079.19.graphml,19,21,0
grafo208.38.graphml,38,46,13
grafo2080.25.graphml,25,32,3
grafo2081.39.graphml,39,52,5
grafo2082.34.graphml,34,38,1
grafo2083.52.graphml,52,63,11
grafo2084.25.graphml,25,35,10
grafo2085.29.graphml,29,30,2
grafo2086.39.graphml,39,55,32
grafo2087.29.graphml,29,36,5
grafo2088.38.graphml,38,54,18
grafo2089.66.graphml,66,84,20
grafo209.10.graphml,10,10,0
grafo2090.17.graphml,17,18,1
grafo2091.34.graphml,34,47,13
grafo2092.29.graphml,29,36,6
grafo2093.36.graphml,36,53,30
grafo2094.34.graphml,34,39,7
grafo2095.29.graphml,29,35,6
grafo2096.43.graphml,43,58,13
grafo2097.53.graphml,53,69,27
grafo2098.35.graphml,35,42,5
grafo2099.37.graphml,37,44,4
grafo210.10.graphml,10,10,0
grafo2100.29.graphml,29,38,17
grafo2101.17.graphml,17,17,0
grafo2102.34.graphml,34,41,5
grafo2103.66.graphml,66,76,15
grafo2104.36.graphml,36,45,8
grafo2105.10.graphml,10,12,0
grafo2106.17.graphml,17,19,0
grafo2107.31.graphml,31,35,4
grafo2108.26.graphml,26,35,11
grafo2109.11.graphml,11,18,9
grafo211.14.graphml,14,15,1
grafo2110.11.graphml,11,11,0
grafo2111.10.graphml,10,16,3
grafo2112.28.graphml,28,36,7
grafo2113.19.graphml,19,25,2
grafo2114.21.graphml,21,24,4
grafo2115.12.graphml,12,15,0
grafo2116.32.graphml,32,41,5
grafo2117.18.graphml,18,20,0
grafo2118.15.graphml,15,15,0
grafo2119.21.graphml,21,27,1
grafo212.14.graphml,14,14,0
grafo2120.13.graphml,13,20,7
grafo2121.13.graphml,13,25,13
grafo2122.20.graphml,20,21,1
grafo2123.26.graphml,26,28,0
grafo2124.49.graphml,49,64,22
grafo2125.16.graphml,16,18,0
grafo2126.11.graphml,11,15,3
grafo2127.18.graphml,18,23,1
grafo2128.19.graphml,19,19,0
grafo2129.11.graphml,11,17,5
grafo213.18.graphml,18,21,1
grafo2130.31.graphml,31,37,1
grafo2131.19.graphml,19,25,3
grafo2132.37.graphml,37,45,6
grafo2133.22.graphml,22,24,1
grafo2134.24.graphml,24,30,2
grafo2135.19.graphml,19,23,2
grafo2136.11.graphml,11,17,2
grafo2137.22.graphml,22,21,0
grafo2138.17.graphml,17,19,2
grafo2139.11.graphml,11,16,4
grafo214.22.graphml,22,31,5
grafo2140.25.graphml,25,28,1
grafo2141.55.graphml,55,76,31
grafo2142.16.graphml,16,16,0
grafo2143.19.graphml,19,27,9
grafo2144.12.graphml,12,18,5
grafo2145.29.graphml,29,34,4
grafo2146.17.graphml,17,17,0
grafo2147.17.graphml,17,20,2
grafo2148.39.graphml,39,45,3
grafo2149.24.graphml,24,30,5
grafo215.20.graphml,20,22,0
grafo2150.16.graphml,16,19,0
grafo2151.20.graphml,20,27,6
grafo2152.21.graphml,21,22,0
grafo2153.19.graphml,19,23,4
grafo2154.14.graphml,14,16,2
grafo2155.33.graphml,33,40,3
grafo2156.33.graphml,33,41,9
grafo2157.15.graphml,15,15,0
grafo2158.14.graphml,14,18,0
grafo2159.17.graphml,17,19,0
grafo216.18.graphml,18,19,1
grafo2160.15.graphml,15,19,2
grafo2161.29.graphml,29,34,3
grafo2162.21.graphml,21,26,1
grafo2163.24.graphml,24,27,1
grafo2164.16.graphml,16,18,0
grafo2165.22.graphml,22,23,0
grafo2166.20.graphml,20,28,2
grafo2167.38.graphml,38,45,2
grafo2168.16.graphml,16,18,0
grafo2169.15.graphml,15,21,8
grafo217.14.graphml,14,17,1
grafo2170.13.graphml,13,18,2
grafo2171.19.graphml,19,23,1
grafo2172.31.graphml,31,32,0
grafo2173.21.graphml,21,25,1
grafo2174.17.graphml,17,18,0
grafo2175.25.graphml,25,28,0
grafo2176.21.graphml,21,26,0
grafo2177.17.graphml,17,22,1
grafo2178.22.graphml,22,25,1
grafo2179.14.graphml,14,19,2
grafo218.17.graphml,17,22,2
grafo2180.27.graphml,27,28,0
grafo2181.41.graphml,41,52,7
grafo2182.38.graphml,38,52,19
grafo2183.16.graphml,16,17,2
grafo2184.18.graphml,18,21,0
grafo2185.24.graphml,24,28,2
grafo2186.18.graphml,18,23,2
grafo2187.19.graphml,19,22,2
grafo2188.28.graphml,28,40,10
grafo2189.14.graphml,14,16,0
grafo219.11.graphml,11,13,0
grafo2190.36.graphml,36,42,3
grafo2191.16.graphml,16,19,0
grafo2192.16.graphml,16,18,1
grafo2193.22.graphml,22,30,8
grafo2194.48.graphml,48,57,4
grafo2195.35.graphml,35,46,12
grafo2196.16.graphml,16,17,1
grafo2197.13.graphml,13,14,0
grafo2198.16.graphml,16,20,4
grafo2199.44.graphml,44,50,4
grafo220.13.graphml,13,16,1
grafo2200.23.graphml,23,29,3
grafo2201.25.graphml,25,29,0
grafo2202.20.graphml,20,25,5
grafo2203.33.graphml,33,41,4
grafo2204.13.graphml,13,13,0
grafo2205.38.graphml,38,55,19
grafo2206.19.graphml,19,23,3
grafo2207.36.graphml,36,49,15
grafo2208.21.graphml,21,24,1
grafo2209.20.graphml,20,31,6
grafo221.15.graphml,15,16,1
grafo2210.28.graphml,28,32,0
grafo2211.16.graphml,16,28,17
grafo2212.36.graphml,36,41,1
grafo2213.20.graphml,20,28,1
grafo2214.19.graphml,19,21,1
grafo2215.36.graphml,36,41,5
grafo2216.15.graphml,15,20,2
grafo2217.23.graphml,23,29,3
grafo2218.13.graphml,13,13,0
grafo2219.15.graphml,15,19,1
grafo222.11.graphml,11,10,0
grafo2220.17.graphml,17,25,5
grafo2221.13.graphml,13,13,0
grafo2222.17.graphml,17,17,0
grafo2223.38.graphml,38,44,3
grafo2224.37.graphml,37,45,8
grafo2225.15.graphml,15,18,2
grafo2226.39.graphml,39,63,29
grafo2227.17.graphml,17,25,4
grafo2228.14.graphml,14,14,0
grafo2229.25.graphml,25,42,21
grafo223.12.graphml,12,11,0
grafo2230.39.graphml,39,54,10
grafo2231.16.graphml,16,20,2
grafo2232.15.graphml,15,16,0
grafo2233.15.graphml,15,20,0
grafo2234.14.graphml,14,19,1
grafo2235.41.graphml,41,58,27
grafo2236.16.graphml,16,20,3
grafo2237.27.graphml,27,34,3
grafo2238.33.graphml,33,39,6
grafo2239.17.graphml,17,27,10
grafo224.17.graphml,17,18,0
grafo2240.12.graphml,12,13,0
grafo2241.16.graphml,16,20,0
grafo2242.25.graphml,25,32,5
grafo2243.46.graphml,46,61,17
grafo2244.18.graphml,18,20,0
grafo2245.17.graphml,17,19,1
grafo2246.20.graphml,20,30,10
grafo2247.18.graphml,18,25,5
grafo2248.22.graphml,22,28,4
grafo2249.40.graphml,40,49,7
grafo225.12.graphml,12,19,7
grafo2250.48.graphml,48,60,11
grafo2251.48.graphml,48,60,11
grafo2252.15.graphml,15,22,3
grafo2253.18.graphml,18,25,8
grafo2254.48.graphml,48,66,28
grafo2255.39.graphml,39,45,2
grafo2256.23.graphml,23,26,0
grafo2257.14.graphml,14,16,0
grafo2258.47.graphml,47,60,8
grafo2259.14.graphml,14,14,0
grafo226.14.graphml,14,16,1
grafo2260.14.graphml,14,15,0
grafo2261.12.graphml,12,14,0
grafo2262.31.graphml,31,40,3
grafo2263.22.graphml,22,24,1
grafo2264.15.graphml,15,17,0
grafo2265.12.graphml,12,15,0
grafo2266.15.graphml,15,16,0
grafo2267.36.graphml,36,52,25
grafo2268.20.graphml,20,24,1
grafo2269.23.graphml,23,27,2
grafo227.39.graphml,39,47,9
grafo2270.32.graphml,32,34,3
grafo2271.71.graphml,71,89,39
grafo2272.20.graphml,20,23,0
grafo2273.40.graphml,40,60,26
grafo2274.35.graphml,35,41,6
grafo2275.27.graphml,27,32,4
grafo2276.16.graphml,16,20,3
grafo2277.18.graphml,18,21,0
grafo2278.39.graphml,39,50,8
grafo2279.16.graphml,16,18,0
grafo228.19.graphml,19,24,0
grafo2280.15.graphml,15,16,3
grafo2281.16.graphml,16,21,1
grafo2282.20.graphml,20,24,1
grafo2283.13.graphml,13,18,0
grafo2284.20.graphml,20,30,13
grafo2285.38.graphml,38,52,16
grafo2286.15.graphml,15,16,0
grafo2287.13.graphml,13,13,1
grafo2288.16.graphml,16,24,6
grafo2289.18.graphml,18,20,0
grafo229.13.graphml,13,12,0
grafo2290.19.graphml,19,22,2
grafo2291.14.graphml,14,14,0
grafo2292.14.graphml,14,19,3
grafo2293.13.graphml,13,13,0
grafo2294.16.graphml,16,17,0
grafo2295.22.graphml,22,27,0
grafo2296.15.graphml,15,21,2
grafo2297.17.graphml,17,20,2
grafo2298.13.graphml,13,14,1
grafo2299.35.graphml,35,40,5
grafo230.14.graphml,14,19,2
grafo2300.17.graphml,17,20,0
grafo2301.25.graphml,25,37,10
grafo2302.16.graphml,16,20,1
grafo2303.13.graphml,13,19,3
grafo2304.38.graphml,38,51,15
grafo2305.21.graphml,21,24,3
grafo2306.13.graphml,13,14,0
grafo2307.18.graphml,18,23,2
grafo2308.19.graphml,19,21,1
grafo2309.34.graphml,34,51,13
grafo231.12.graphml,12,18,1
grafo2310.39.graphml,39,59,25
grafo2311.15.graphml,15,15,0
grafo2312.11.graphml,11,11,0
grafo2313.13.graphml,13,14,0
grafo2314.27.graphml,27,35,6
grafo2315.23.graphml,23,26,0
grafo2316.40.graphml,40,57,20
grafo2317.20.graphml,20,22,1
grafo2318.15.graphml,15,16,0
grafo2319.14.graphml,14,16,1
grafo232.16.graphml,16,18,2
grafo2320.23.graphml,23,35,10
grafo2321.38.graphml,38,58,24
grafo2322.42.graphml,42,50,6
grafo2323.25.graphml,25,30,2
grafo2324.17.graphml,17,21,2
grafo2325.13.graphml,13,13,0
grafo2326.16.graphml,16,21,2
grafo2327.15.graphml,15,19,2
grafo2328.28.graphml,28,36,5
grafo2329.21.graphml,21,24,2
grafo233.11.graphml,11,12,0
grafo2330.24.graphml,24,27,2
grafo2331.15.graphml,15,17,1
grafo2332.19.graphml,19,20,0
grafo2333.13.graphml,13,15,2
grafo2334.16.graphml,16,21,2
grafo2335.12.graphml,12,14,0
grafo2336.17.graphml,17,18,0
grafo2337.27.graphml,27,37,3
grafo2338.14.graphml,14,13,0
grafo2339.14.graphml,14,15,0
grafo234.12.graphml,12,15,1
grafo2340.13.graphml,13,14,1
grafo2341.24.graphml,24,29,1
grafo2342.18.graphml,18,20,0
grafo2343.12.graphml,12,12,0
grafo2344.12.graphml,12,14,1
grafo2345.17.graphml,17,20,3
grafo2346.30.graphml,30,33,0
grafo2347.20.graphml,20,22,0
grafo2348.37.graphml,37,46,11
grafo2349.16.graphml,16,18,1
grafo235.13.graphml,13,12,0
grafo2350.11.graphml,11,12,0
grafo2351.20.graphml,20,26,5
grafo2352.15.graphml,15,17,0
grafo2353.28.graphml,28,32,1
grafo2354.13.graphml,13,16,3
grafo2355.16.graphml,16,17,0
grafo2356.21.graphml,21,27,1
grafo2357.23.graphml,23,22,0
grafo2358.34.graphml,34,41,3
grafo2359.12.graphml,12,17,1
grafo236.15.graphml,15,16,0
grafo2360.17.graphml,17,21,1
grafo2361.21.graphml,21,28,10
grafo2362.36.graphml,36,54,21
grafo2363.34.graphml,34,39,3
grafo2364.23.graphml,23,26,0
grafo2365.30.graphml,30,34,5
grafo2366.16.graphml,16,20,3
grafo2367.12.graphml,12,15,0
grafo2368.14.graphml,14,17,0
grafo2369.43.graphml,43,53,3
grafo237.16.graphml,16,17,1
grafo2370.22.graphml,22,28,1
grafo2371.19.graphml,19,24,2
grafo2372.16.graphml,16,20,2
grafo2373.16.graphml,16,18,1
grafo2374.37.graphml,37,46,3
grafo2375.19.graphml,19,35,25
grafo2376.16.graphml,16,20,0
grafo2377.15.graphml,15,15,0
grafo2378.21.graphml,21,25,3
grafo2379.35.graphml,35,45,11
grafo238.10.graphml,10,11,0
grafo2380.12.graphml,12,12,0
grafo2381.40.graphml,40,47,4
grafo2382.20.graphml,20,26,1
grafo2383.18.graphml,18,26,2
grafo2384.11.graphml,11,12,0
grafo2385.13.graphml,13,14,0
grafo2386.28.graphml,28,28,0
grafo2387.29.graphml,29,38,3
grafo2388.28.graphml,28,33,2
grafo2389.39.graphml,39,48,12
grafo239.15.graphml,15,21,6
grafo2390.19.graphml,19,23,1
grafo2391.38.graphml,38,44,5
grafo2392.14.graphml,14,14,0
grafo2393.14.graphml,14,16,1
grafo2394.31.graphml,31,36,1
grafo2395.28.graphml,28,37,9
grafo2396.20.graphml,20,24,4
grafo2397.33.graphml,33,39,5
grafo2398.37.graphml,37,47,9
grafo2399.26.graphml,26,31,3
grafo240.11.graphml,11,18,5
grafo2400.26.graphml,26,38,18
