graph_name,nodes,edges,initial_crossings_neato
grafo6041.76.graphml,76,99,48
grafo6042.36.graphml,36,43,3
grafo6043.44.graphml,44,64,42
grafo6044.47.graphml,47,59,7
grafo6045.72.graphml,72,87,25
grafo6046.41.graphml,41,57,27
grafo6047.32.graphml,32,35,2
grafo6048.45.graphml,45,62,13
grafo6049.36.graphml,36,45,10
grafo605.22.graphml,22,26,0
grafo6050.34.graphml,34,41,2
grafo6051.37.graphml,37,45,2
grafo6052.37.graphml,37,51,12
grafo6053.38.graphml,38,48,12
grafo6054.45.graphml,45,60,26
grafo6055.43.graphml,43,56,13
grafo6056.39.graphml,39,49,8
grafo6057.42.graphml,42,55,9
grafo6058.42.graphml,42,54,20
grafo6059.41.graphml,41,49,0
grafo606.21.graphml,21,27,4
grafo6060.59.graphml,59,72,12
grafo6061.45.graphml,45,60,13
grafo6062.38.graphml,38,52,23
grafo6063.43.graphml,43,59,21
grafo6064.46.graphml,46,69,47
grafo6065.76.graphml,76,110,70
grafo6066.36.graphml,36,39,1
grafo6067.36.graphml,36,43,3
grafo6068.72.graphml,72,92,31
grafo6069.38.graphml,38,45,8
grafo607.15.graphml,15,17,0
grafo6070.45.graphml,45,61,31
grafo6071.36.graphml,36,43,5
grafo6072.32.graphml,32,38,3
grafo6073.62.graphml,62,75,19
grafo6074.46.graphml,46,62,15
grafo6075.36.graphml,36,53,21
grafo6076.34.graphml,34,44,4
grafo6077.47.graphml,47,54,7
grafo6078.76.graphml,76,97,38
grafo6079.40.graphml,40,49,13
grafo608.13.graphml,13,12,0
grafo6080.62.graphml,62,91,47
grafo6081.42.graphml,42,60,22
grafo6082.42.graphml,42,58,28
grafo6083.76.graphml,76,110,90
grafo6084.57.graphml,57,80,28
grafo6085.79.graphml,79,101,41
grafo6086.33.graphml,33,41,4
grafo6087.39.graphml,39,46,5
grafo6088.41.graphml,41,48,4
grafo6089.47.graphml,47,53,5
grafo609.12.graphml,12,12,0
grafo6090.78.graphml,78,94,24
grafo6091.33.graphml,33,37,0
grafo6092.34.graphml,34,39,3
grafo6093.36.graphml,36,43,6
grafo6094.39.graphml,39,45,3
grafo6095.35.graphml,35,49,7
grafo6096.47.graphml,47,59,15
grafo6097.37.graphml,37,48,2
grafo6098.40.graphml,40,47,3
grafo6099.74.graphml,74,93,29
grafo610.29.graphml,29,38,9
grafo6100.34.graphml,34,44,14
grafo6101.36.graphml,36,42,3
grafo6102.33.graphml,33,37,3
grafo6103.41.graphml,41,59,34
grafo6104.35.graphml,35,41,2
grafo6105.45.graphml,45,68,43
grafo6106.38.graphml,38,47,6
grafo6107.57.graphml,57,75,30
grafo6108.38.graphml,38,44,1
grafo6109.36.graphml,36,52,18
grafo611.12.graphml,12,12,0
grafo6110.62.graphml,62,80,30
grafo6111.33.graphml,33,40,6
grafo6112.36.graphml,36,48,10
grafo6113.35.graphml,35,38,1
grafo6114.31.graphml,31,39,7
grafo6115.40.graphml,40,46,3
grafo6116.35.graphml,35,43,9
grafo6117.44.graphml,44,49,2
grafo6118.34.graphml,34,42,6
grafo6119.42.graphml,42,52,11
grafo612.11.graphml,11,11,0
grafo6120.43.graphml,43,52,9
grafo6121.33.graphml,33,41,2
grafo6122.41.graphml,41,50,6
grafo6123.38.graphml,38,50,19
grafo6124.46.graphml,46,64,38
grafo6125.53.graphml,53,65,15
grafo6126.39.graphml,39,49,10
grafo6127.55.graphml,55,79,35
grafo6128.47.graphml,47,60,22
grafo6129.45.graphml,45,55,11
grafo613.10.graphml,10,9,0
grafo6130.52.graphml,52,65,18
grafo6131.61.graphml,61,79,34
grafo6132.44.graphml,44,64,25
grafo6133.39.graphml,39,52,11
grafo6134.45.graphml,45,55,8
grafo6135.46.graphml,46,69,32
grafo6136.53.graphml,53,79,59
grafo6137.39.graphml,39,47,6
grafo6138.45.graphml,45,57,17
grafo6139.40.graphml,40,51,10
grafo614.25.graphml,25,29,3
grafo6140.41.graphml,41,52,10
grafo6141.42.graphml,42,54,21
grafo6142.40.graphml,40,49,11
grafo6143.39.graphml,39,55,11
grafo6144.43.graphml,43,56,13
grafo6145.44.graphml,44,54,4
grafo6146.79.graphml,79,106,50
grafo6147.53.graphml,53,63,12
grafo6148.39.graphml,39,50,11
grafo6149.40.graphml,40,48,9
grafo615.15.graphml,15,22,5
grafo6150.41.graphml,41,52,10
grafo6151.59.graphml,59,75,17
grafo6152.41.graphml,41,57,10
grafo6153.39.graphml,39,52,10
grafo6154.44.graphml,44,63,31
grafo6155.39.graphml,39,50,10
grafo6156.34.graphml,34,45,12
grafo6157.42.graphml,42,66,46
grafo6158.42.graphml,42,51,3
grafo6159.52.graphml,52,65,14
grafo616.19.graphml,19,28,7
grafo6160.49.graphml,49,58,9
grafo6161.47.graphml,47,68,40
grafo6162.44.graphml,44,56,25
grafo6163.37.graphml,37,43,1
grafo6164.41.graphml,41,55,19
grafo6165.43.graphml,43,52,11
grafo6166.46.graphml,46,66,30
grafo6167.40.graphml,40,57,16
grafo6168.47.graphml,47,50,3
grafo6169.47.graphml,47,70,43
grafo617.17.graphml,17,23,2
grafo6170.36.graphml,36,43,3
grafo6171.42.graphml,42,59,24
grafo6172.41.graphml,41,50,1
grafo6173.62.graphml,62,73,16
grafo6174.40.graphml,40,63,38
grafo6175.41.graphml,41,42,0
grafo6176.45.graphml,45,65,26
grafo6177.52.graphml,52,69,26
grafo6178.40.graphml,40,49,8
grafo6179.45.graphml,45,57,8
grafo618.13.graphml,13,18,2
grafo6180.41.graphml,41,50,7
grafo6181.40.graphml,40,57,21
grafo6182.40.graphml,40,53,10
grafo6183.43.graphml,43,51,6
grafo6184.81.graphml,81,107,74
grafo6185.51.graphml,51,69,29
grafo6186.67.graphml,67,76,10
grafo6187.81.graphml,81,112,76
grafo6188.44.graphml,44,64,20
grafo6189.40.graphml,40,55,25
grafo619.13.graphml,13,15,1
grafo6190.41.graphml,41,51,6
grafo6191.41.graphml,41,52,15
grafo6192.41.graphml,41,54,17
grafo6193.58.graphml,58,77,35
grafo6194.58.graphml,58,77,35
grafo6195.40.graphml,40,48,5
grafo6196.42.graphml,42,69,68
grafo6197.40.graphml,40,56,17
grafo6198.41.graphml,41,61,29
grafo6199.42.graphml,42,53,18
grafo620.27.graphml,27,27,0
grafo6200.45.graphml,45,59,22
grafo6201.53.graphml,53,72,33
grafo6202.38.graphml,38,44,6
grafo6203.42.graphml,42,59,26
grafo6204.45.graphml,45,62,19
grafo6205.42.graphml,42,56,15
grafo6206.62.graphml,62,95,84
grafo6207.40.graphml,40,52,11
grafo6208.40.graphml,40,53,11
grafo6209.43.graphml,43,58,11
grafo621.19.graphml,19,27,6
grafo6210.49.graphml,49,63,24
grafo6211.54.graphml,54,64,9
grafo6212.46.graphml,46,67,23
grafo6213.59.graphml,59,88,67
grafo6214.39.graphml,39,51,15
grafo6215.38.graphml,38,45,2
grafo6216.45.graphml,45,51,5
grafo6217.37.graphml,37,53,16
grafo6218.34.graphml,34,40,3
grafo6219.37.graphml,37,45,3
grafo622.23.graphml,23,25,3
grafo6220.36.graphml,36,44,2
grafo6221.53.graphml,53,64,19
grafo6222.39.graphml,39,49,5
grafo6223.42.graphml,42,45,2
grafo6224.44.graphml,44,61,37
grafo6225.54.graphml,54,82,52
grafo6226.82.graphml,82,110,53
grafo6227.36.graphml,36,47,12
grafo6228.46.graphml,46,62,12
grafo6229.44.graphml,44,56,6
grafo623.13.graphml,13,12,0
grafo6230.52.graphml,52,64,15
grafo6231.39.graphml,39,52,16
grafo6232.39.graphml,39,51,9
grafo6233.36.graphml,36,47,6
grafo6234.39.graphml,39,52,14
grafo6235.45.graphml,45,53,7
grafo6236.77.graphml,77,94,30
grafo6237.46.graphml,46,58,7
grafo6238.57.graphml,57,87,48
grafo6239.56.graphml,56,76,29
grafo624.17.graphml,17,18,0
grafo6240.43.graphml,43,53,7
grafo6241.46.graphml,46,60,16
grafo6242.93.graphml,93,130,156
grafo6243.37.graphml,37,55,33
grafo6244.39.graphml,39,52,13
grafo6245.38.graphml,38,49,6
grafo6246.41.graphml,41,55,17
grafo6247.88.graphml,88,114,67
grafo6248.39.graphml,39,50,11
grafo6249.50.graphml,50,68,24
grafo625.14.graphml,14,15,0
grafo6250.56.graphml,56,65,3
grafo6251.49.graphml,49,68,28
grafo6252.43.graphml,43,62,31
grafo6253.41.graphml,41,48,2
grafo6254.37.graphml,37,46,8
grafo6255.48.graphml,48,67,24
grafo6256.41.graphml,41,53,12
grafo6257.42.graphml,42,60,19
grafo6258.41.graphml,41,57,20
grafo6259.44.graphml,44,67,38
grafo626.11.graphml,11,16,1
grafo6260.44.graphml,44,56,19
grafo6261.40.graphml,40,55,17
grafo6262.46.graphml,46,64,19
grafo6263.44.graphml,44,66,40
grafo6264.50.graphml,50,72,50
grafo6265.41.graphml,41,58,32
grafo6266.44.graphml,44,60,24
grafo6267.38.graphml,38,40,0
grafo6268.57.graphml,57,75,21
grafo6269.57.graphml,57,75,21
grafo627.27.graphml,27,29,0
grafo6270.42.graphml,42,54,16
grafo6271.44.graphml,44,51,7
grafo6272.67.graphml,67,73,3
grafo6273.43.graphml,43,56,21
grafo6274.48.graphml,48,73,50
grafo6275.39.graphml,39,54,16
grafo6276.44.graphml,44,62,16
grafo6277.42.graphml,42,61,28
grafo6278.98.graphml,98,131,83
grafo6279.40.graphml,40,52,15
grafo628.14.graphml,14,17,1
grafo6280.65.graphml,65,83,33
grafo6281.56.graphml,56,75,34
grafo6282.45.graphml,45,56,13
grafo6283.36.graphml,36,45,6
grafo6284.40.graphml,40,55,18
grafo6285.44.graphml,44,54,12
grafo6286.41.graphml,41,51,10
grafo6287.38.graphml,38,53,14
grafo6288.41.graphml,41,62,34
grafo6289.48.graphml,48,65,11
grafo629.14.graphml,14,17,0
grafo6290.43.graphml,43,62,33
grafo6291.85.graphml,85,108,47
grafo6292.74.graphml,74,104,82
grafo6293.68.graphml,68,92,51
grafo6294.39.graphml,39,58,38
grafo6295.45.graphml,45,67,40
grafo6296.43.graphml,43,59,14
grafo6297.45.graphml,45,60,14
grafo6298.44.graphml,44,61,36
grafo6299.39.graphml,39,55,32
grafo630.21.graphml,21,28,2
grafo6300.47.graphml,47,72,63
grafo6301.55.graphml,55,69,16
grafo6302.38.graphml,38,47,2
grafo6303.45.graphml,45,58,22
grafo6304.42.graphml,42,55,14
grafo6305.62.graphml,62,81,23
grafo6306.42.graphml,42,61,30
grafo6307.92.graphml,92,126,82
grafo6308.42.graphml,42,62,34
grafo6309.41.graphml,41,55,9
grafo631.16.graphml,16,17,1
grafo6310.42.graphml,42,63,37
grafo6311.37.graphml,37,41,2
grafo6312.58.graphml,58,87,58
grafo6313.37.graphml,37,42,3
grafo6314.44.graphml,44,58,15
grafo6315.60.graphml,60,82,37
grafo6316.60.graphml,60,82,37
grafo6317.43.graphml,43,78,102
grafo6318.43.graphml,43,71,58
grafo6319.80.graphml,80,109,51
grafo632.13.graphml,13,16,2
grafo6320.49.graphml,49,61,5
grafo6321.54.graphml,54,71,33
grafo6322.44.graphml,44,61,18
grafo6323.41.graphml,41,51,11
grafo6324.37.graphml,37,47,4
grafo6325.42.graphml,42,51,6
grafo6326.56.graphml,56,84,50
grafo6327.51.graphml,51,70,21
grafo6328.43.graphml,43,50,8
grafo6329.44.graphml,44,58,16
grafo633.10.graphml,10,9,0
grafo6330.39.graphml,39,52,9
grafo6331.42.graphml,42,65,29
grafo6332.47.graphml,47,62,20
grafo6333.42.graphml,42,54,4
grafo6334.84.graphml,84,103,40
grafo6335.39.graphml,39,54,19
grafo6336.43.graphml,43,54,11
grafo6337.39.graphml,39,44,3
grafo6338.56.graphml,56,69,14
grafo6339.47.graphml,47,64,25
grafo634.24.graphml,24,31,2
grafo6340.37.graphml,37,44,6
grafo6341.39.graphml,39,51,17
grafo6342.37.graphml,37,42,5
grafo6343.43.graphml,43,55,13
grafo6344.47.graphml,47,63,32
grafo6345.43.graphml,43,57,17
grafo6346.43.graphml,43,62,23
grafo6347.46.graphml,46,66,25
grafo6348.43.graphml,43,56,20
grafo6349.56.graphml,56,74,30
grafo635.13.graphml,13,17,1
grafo6350.56.graphml,56,74,30
grafo6351.79.graphml,79,108,65
grafo6352.44.graphml,44,60,21
grafo6353.39.graphml,30,31,0
grafo6354.41.graphml,41,56,27
grafo6355.41.graphml,41,60,26
grafo6356.37.graphml,37,43,2
grafo6357.46.graphml,46,59,16
grafo6358.42.graphml,42,61,26
grafo6359.43.graphml,43,59,18
grafo636.29.graphml,29,30,1
grafo6360.40.graphml,40,57,22
grafo6361.41.graphml,41,60,24
grafo6362.44.graphml,44,53,9
grafo6363.48.graphml,48,62,11
grafo6364.45.graphml,45,59,14
grafo6365.34.graphml,34,38,2
grafo6366.41.graphml,41,51,11
grafo6367.45.graphml,45,72,56
grafo6368.45.graphml,45,65,29
grafo6369.56.graphml,56,84,46
grafo637.13.graphml,13,12,0
grafo6370.51.graphml,51,79,54
grafo6371.41.graphml,41,55,21
grafo6372.43.graphml,43,59,28
grafo6373.49.graphml,49,56,11
grafo6374.39.graphml,39,51,11
grafo6375.52.graphml,52,79,58
grafo6376.48.graphml,48,62,14
grafo6377.42.graphml,42,63,23
grafo6378.44.graphml,44,62,24
grafo6379.39.graphml,39,50,9
grafo638.12.graphml,12,17,0
grafo6380.39.graphml,39,46,5
grafo6381.42.graphml,42,50,7
grafo6382.40.graphml,40,52,21
grafo6383.49.graphml,49,74,58
grafo6384.47.graphml,47,72,52
grafo6385.49.graphml,49,70,26
grafo6386.52.graphml,52,79,58
grafo6387.44.graphml,44,60,19
grafo6388.34.graphml,34,46,7
grafo6389.84.graphml,84,97,21
grafo639.14.graphml,14,20,0
grafo6390.48.graphml,48,66,43
grafo6391.43.graphml,43,62,24
grafo6392.40.graphml,40,57,19
grafo6393.43.graphml,43,62,34
grafo6394.67.graphml,67,85,28
grafo6395.57.graphml,57,73,26
grafo6396.45.graphml,45,65,37
grafo6397.44.graphml,44,56,16
grafo6398.41.graphml,41,53,12
grafo6399.55.graphml,55,79,35
grafo640.16.graphml,16,16,1
grafo6400.45.graphml,45,58,14
grafo6401.45.graphml,45,67,37
grafo6402.39.graphml,39,50,9
grafo6403.41.graphml,41,56,12
grafo6404.55.graphml,55,69,16
grafo6405.55.graphml,55,69,16
grafo6406.43.graphml,43,57,14
grafo6407.47.graphml,47,61,15
grafo6408.47.graphml,47,57,16
grafo6409.40.graphml,40,53,22
grafo641.21.graphml,21,23,0
grafo6410.50.graphml,50,69,20
grafo6411.45.graphml,45,59,20
grafo6412.65.graphml,65,82,24
grafo6413.62.graphml,62,95,67
grafo6414.84.graphml,84,99,26
grafo6415.55.graphml,55,59,2
grafo6416.38.graphml,38,57,23
grafo6417.39.graphml,39,47,8
grafo6418.89.graphml,89,130,122
grafo6419.45.graphml,45,59,17
grafo642.14.graphml,14,15,0
grafo6420.39.graphml,39,57,28
grafo6421.44.graphml,44,54,13
grafo6422.89.graphml,89,113,66
grafo6423.57.graphml,57,77,34
grafo6424.78.graphml,78,96,31
grafo6425.78.graphml,78,96,31
grafo6426.48.graphml,48,60,10
grafo6427.44.graphml,44,62,28
grafo6428.51.graphml,51,67,9
grafo6429.41.graphml,41,64,40
grafo643.12.graphml,12,14,0
grafo6430.71.graphml,71,81,20
grafo6431.41.graphml,41,51,6
grafo6432.44.graphml,44,54,2
grafo6433.48.graphml,48,64,17
grafo6434.78.graphml,78,97,26
grafo6435.36.graphml,36,50,18
grafo6436.74.graphml,74,95,46
grafo6437.47.graphml,47,70,43
grafo6438.45.graphml,45,58,4
grafo6439.41.graphml,41,54,13
grafo644.14.graphml,14,17,0
grafo6440.49.graphml,49,64,14
grafo6441.41.graphml,41,54,12
grafo6442.45.graphml,45,55,12
grafo6443.46.graphml,46,62,22
grafo6444.64.graphml,64,82,36
grafo6445.49.graphml,49,63,14
grafo6446.57.graphml,57,68,7
grafo6447.87.graphml,87,124,115
grafo6448.80.graphml,80,93,19
grafo6449.51.graphml,51,65,28
grafo645.17.graphml,17,19,2
grafo6450.37.graphml,37,46,7
grafo6451.47.graphml,47,67,28
grafo6452.58.graphml,58,79,27
grafo6453.49.graphml,49,56,0
grafo6454.60.graphml,60,78,14
grafo6455.39.graphml,39,51,18
grafo6456.58.graphml,58,84,47
grafo6457.58.graphml,58,84,47
grafo6458.40.graphml,40,57,31
grafo6459.57.graphml,57,72,44
grafo646.25.graphml,25,25,0
grafo6460.40.graphml,40,56,16
grafo6461.48.graphml,48,58,6
grafo6462.46.graphml,46,56,7
grafo6463.84.graphml,84,106,44
grafo6464.42.graphml,42,57,15
grafo6465.39.graphml,39,46,6
grafo6466.51.graphml,51,64,15
grafo6467.38.graphml,38,43,2
grafo6468.83.graphml,83,110,60
grafo6469.47.graphml,47,70,46
grafo647.78.graphml,78,99,30
grafo6470.45.graphml,45,66,36
grafo6471.46.graphml,46,61,22
grafo6472.40.graphml,40,57,22
grafo6473.39.graphml,39,49,14
grafo6474.46.graphml,46,59,13
grafo6475.51.graphml,51,66,14
grafo6476.39.graphml,39,50,13
grafo6477.37.graphml,37,43,6
grafo6478.38.graphml,38,51,11
grafo6479.38.graphml,38,51,12
grafo648.39.graphml,39,41,1
grafo6480.38.graphml,38,50,7
grafo6481.38.graphml,38,46,6
grafo6482.87.graphml,87,115,47
grafo6483.60.graphml,60,83,47
grafo6484.45.graphml,45,50,3
grafo6485.40.graphml,40,51,12
grafo6486.75.graphml,75,107,56
grafo6487.53.graphml,53,62,8
grafo6488.49.graphml,49,63,13
grafo6489.48.graphml,48,66,19
grafo649.14.graphml,14,25,9
grafo6490.57.graphml,57,78,43
grafo6491.51.graphml,51,57,4
grafo6492.38.graphml,38,50,12
grafo6493.39.graphml,39,50,9
grafo6494.62.graphml,62,81,29
grafo6495.39.graphml,39,56,21
grafo6496.52.graphml,52,75,49
grafo6497.46.graphml,46,62,15
grafo6498.40.graphml,40,52,18
grafo6499.46.graphml,46,68,31
grafo650.12.graphml,12,11,0
grafo6500.55.graphml,55,75,42
grafo6501.40.graphml,40,50,18
grafo6502.77.graphml,77,95,31
grafo6503.59.graphml,59,73,15
grafo6504.56.graphml,56,65,10
grafo6505.80.graphml,80,106,70
grafo6506.80.graphml,80,106,70
grafo6507.59.graphml,59,80,21
grafo6508.62.graphml,62,70,10
grafo6509.38.graphml,38,52,16
grafo651.16.graphml,16,15,0
grafo6510.49.graphml,49,59,3
grafo6511.46.graphml,46,56,8
grafo6512.46.graphml,46,56,13
grafo6513.47.graphml,47,56,9
grafo6514.39.graphml,39,55,40
grafo6515.47.graphml,47,62,20
grafo6516.35.graphml,35,46,16
grafo6517.35.graphml,35,49,9
grafo6518.85.graphml,85,107,47
grafo6519.56.graphml,56,74,32
grafo652.14.graphml,14,13,0
grafo6520.84.graphml,84,110,48
grafo6521.59.graphml,59,84,56
grafo6522.59.graphml,59,91,88
grafo6523.47.graphml,47,65,25
grafo6524.45.graphml,45,59,23
grafo6525.45.graphml,45,51,2
grafo6526.51.graphml,51,65,12
grafo6527.69.graphml,69,98,78
grafo6528.72.graphml,72,87,22
grafo6529.54.graphml,54,67,17
grafo653.12.graphml,12,12,0
grafo6530.41.graphml,41,54,12
grafo6531.38.graphml,38,51,12
grafo6532.83.graphml,83,115,92
grafo6533.83.graphml,83,115,92
grafo6534.48.graphml,48,58,14
grafo6535.49.graphml,49,65,18
grafo6536.93.graphml,93,116,34
grafo6537.46.graphml,46,52,4
grafo6538.81.graphml,81,99,36
grafo6539.47.graphml,47,65,26
grafo654.25.graphml,25,24,0
grafo6540.56.graphml,56,79,38
grafo6541.39.graphml,39,54,17
grafo6542.79.graphml,79,99,21
grafo6543.37.graphml,37,53,21
grafo6544.48.graphml,48,61,15
grafo6545.71.graphml,71,90,38
grafo6546.56.graphml,56,70,12
grafo6547.38.graphml,38,64,46
grafo6548.46.graphml,46,59,15
grafo6549.45.graphml,45,58,13
grafo655.23.graphml,23,23,0
grafo6550.83.graphml,83,118,105
grafo6551.49.graphml,49,66,20
grafo6552.45.graphml,45,54,3
grafo6553.46.graphml,46,66,46
grafo6554.48.graphml,48,70,34
grafo6555.50.graphml,50,63,16
grafo6556.60.graphml,60,88,59
grafo6557.45.graphml,45,58,9
grafo6558.67.graphml,67,88,32
grafo6559.38.graphml,38,47,1
grafo656.22.graphml,22,28,4
grafo6560.37.graphml,37,42,3
grafo6561.48.graphml,48,68,26
grafo6562.98.graphml,98,138,106
grafo6563.44.graphml,44,61,25
grafo6564.42.graphml,42,58,12
grafo6565.59.graphml,59,73,15
grafo6566.57.graphml,57,79,21
grafo6567.60.graphml,60,85,47
grafo6568.56.graphml,56,69,15
grafo6569.45.graphml,45,58,17
grafo657.15.graphml,15,22,2
grafo6570.65.graphml,65,93,52
grafo6571.45.graphml,45,67,48
grafo6572.38.graphml,38,43,2
grafo6573.77.graphml,77,92,31
grafo6574.47.graphml,47,62,20
grafo6575.68.graphml,68,100,82
grafo6576.49.graphml,49,58,7
grafo6577.38.graphml,38,49,4
grafo6578.38.graphml,38,53,18
grafo6579.38.graphml,38,49,8
grafo658.15.graphml,15,20,1
grafo6580.51.graphml,51,67,23
grafo6581.61.graphml,61,92,74
grafo6582.49.graphml,49,62,14
grafo6583.61.graphml,61,84,21
grafo6584.61.graphml,61,84,21
grafo6585.97.graphml,97,132,86
grafo6586.48.graphml,48,69,27
grafo6587.45.graphml,45,53,7
grafo6588.49.graphml,49,64,10
grafo6589.37.graphml,37,47,12
grafo659.14.graphml,14,17,0
grafo6590.38.graphml,38,49,4
grafo6591.55.graphml,55,76,26
grafo6592.55.graphml,55,76,26
grafo6593.38.graphml,38,48,13
grafo6594.50.graphml,50,77,49
grafo6595.38.graphml,38,53,20
grafo6596.38.graphml,38,45,4
grafo6597.49.graphml,49,71,26
grafo6598.71.graphml,71,104,85
grafo6599.36.graphml,36,47,10
grafo660.13.graphml,13,20,5
grafo6600.47.graphml,47,68,40
grafo6601.46.graphml,46,66,21
grafo6602.76.graphml,76,106,70
grafo6603.49.graphml,49,84,77
grafo6604.38.graphml,38,44,4
grafo6605.46.graphml,46,57,8
grafo6606.70.graphml,70,92,67
grafo6607.51.graphml,51,61,9
grafo6608.53.graphml,53,76,46
grafo6609.54.graphml,54,66,15
grafo661.16.graphml,16,17,0
grafo6610.45.graphml,45,63,29
grafo6611.37.graphml,37,54,34
grafo6612.59.graphml,59,83,39
grafo6613.59.graphml,59,83,39
grafo6614.74.graphml,74,95,32
grafo6615.46.graphml,46,63,25
grafo6616.45.graphml,45,63,36
grafo6617.84.graphml,84,117,95
grafo6618.82.graphml,82,101,38
grafo6619.48.graphml,48,57,9
grafo662.14.graphml,14,15,0
grafo6620.56.graphml,56,71,24
grafo6621.60.graphml,60,78,29
grafo6622.68.graphml,68,77,6
grafo6623.59.graphml,59,73,21
grafo6624.59.graphml,59,73,21
grafo6625.99.graphml,99,139,129
grafo6626.54.graphml,54,65,9
grafo6627.57.graphml,57,84,44
grafo6628.46.graphml,46,63,16
grafo6629.37.graphml,37,45,7
grafo663.19.graphml,19,20,1
grafo6630.56.graphml,56,68,13
grafo6631.46.graphml,46,55,12
grafo6632.46.graphml,46,60,15
grafo6633.53.graphml,53,77,38
grafo6634.47.graphml,47,52,5
grafo6635.56.graphml,56,74,16
grafo6636.56.graphml,56,74,16
grafo6637.59.graphml,59,73,16
grafo6638.48.graphml,48,60,7
grafo6639.48.graphml,48,60,13
grafo664.22.graphml,22,26,3
grafo6640.79.graphml,79,103,58
grafo6641.40.graphml,40,54,13
grafo6642.35.graphml,35,42,6
grafo6643.34.graphml,34,45,6
grafo6644.38.graphml,38,51,7
grafo6645.47.graphml,47,77,78
grafo6646.77.graphml,77,104,73
grafo6647.97.graphml,97,127,63
grafo6648.56.graphml,56,74,22
grafo6649.56.graphml,56,74,22
grafo665.13.graphml,13,13,0
grafo6650.54.graphml,54,67,5
grafo6651.54.graphml,54,67,5
grafo6652.54.graphml,54,74,28
grafo6653.49.graphml,49,64,16
grafo6654.87.graphml,87,117,77
grafo6655.38.graphml,38,53,20
grafo6656.38.graphml,38,46,0
grafo6657.59.graphml,59,79,40
grafo6658.59.graphml,59,79,40
grafo6659.36.graphml,36,54,29
grafo666.12.graphml,12,14,1
grafo6660.98.graphml,98,134,97
grafo6661.55.graphml,55,72,18
grafo6662.46.graphml,46,64,35
grafo6663.39.graphml,39,46,6
grafo6664.47.graphml,47,63,11
grafo6665.46.graphml,46,59,15
grafo6666.37.graphml,37,45,5
grafo6667.77.graphml,77,109,93
grafo6668.49.graphml,49,61,8
grafo6669.64.graphml,64,84,37
grafo667.12.graphml,12,12,0
grafo6670.84.graphml,84,121,77
grafo6671.36.graphml,36,48,8
grafo6672.48.graphml,48,64,15
grafo6673.57.graphml,57,77,31
grafo6674.46.graphml,46,62,19
grafo6675.44.graphml,44,58,19
grafo6676.68.graphml,68,84,21
grafo6677.37.graphml,37,43,1
grafo6678.46.graphml,46,55,1
grafo6679.82.graphml,82,107,58
grafo668.16.graphml,16,18,0
grafo6680.60.graphml,60,80,31
grafo6681.75.graphml,75,106,90
grafo6682.63.graphml,63,78,8
grafo6683.58.graphml,58,69,10
grafo6684.56.graphml,56,76,20
grafo6685.47.graphml,47,63,13
grafo6686.42.graphml,42,54,16
grafo6687.51.graphml,51,72,31
grafo6688.46.graphml,46,65,26
grafo6689.48.graphml,48,57,7
grafo669.12.graphml,12,12,0
grafo6690.58.graphml,58,70,12
grafo6691.47.graphml,47,67,31
grafo6692.46.graphml,46,66,35
grafo6693.58.graphml,58,67,9
grafo6694.89.graphml,89,103,22
grafo6695.59.graphml,59,79,34
grafo6696.47.graphml,47,66,50
grafo6697.42.graphml,42,55,15
grafo6698.37.graphml,37,54,17
grafo6699.46.graphml,46,69,44
grafo670.15.graphml,15,18,2
grafo6700.75.graphml,75,99,41
grafo6701.47.graphml,47,74,50
grafo6702.52.graphml,52,73,31
grafo6703.52.graphml,52,73,31
grafo6704.47.graphml,47,60,10
grafo6705.51.graphml,51,60,7
grafo6706.52.graphml,52,67,15
grafo6707.49.graphml,49,64,12
grafo6708.49.graphml,49,62,12
grafo6709.47.graphml,47,55,9
grafo671.13.graphml,13,15,0
grafo6710.73.graphml,73,94,30
grafo6711.81.graphml,81,98,27
grafo6712.37.graphml,37,39,0
grafo6713.48.graphml,48,67,25
grafo6714.72.graphml,72,95,39
grafo6715.52.graphml,52,72,35
grafo6716.46.graphml,46,61,12
grafo6717.38.graphml,38,47,6
grafo6718.59.graphml,59,74,10
grafo6719.42.graphml,42,59,18
grafo672.39.graphml,39,40,2
grafo6720.79.graphml,79,102,42
grafo6721.56.graphml,56,77,35
grafo6722.58.graphml,58,69,10
grafo6723.46.graphml,46,64,30
grafo6724.46.graphml,46,66,33
grafo6725.86.graphml,86,106,50
grafo6726.47.graphml,47,57,10
grafo6727.38.graphml,38,49,5
grafo6728.60.graphml,60,76,27
grafo6729.38.graphml,38,51,15
grafo673.18.graphml,18,22,0
grafo6730.38.graphml,38,54,12
grafo6731.51.graphml,51,67,25
grafo6732.54.graphml,54,69,19
grafo6733.57.graphml,57,68,6
grafo6734.38.graphml,38,41,2
grafo6735.65.graphml,65,88,46
grafo6736.38.graphml,38,53,14
grafo6737.49.graphml,49,63,19
grafo6738.47.graphml,47,68,42
grafo6739.46.graphml,46,66,33
grafo674.15.graphml,15,18,2
grafo6740.50.graphml,50,66,16
grafo6741.55.graphml,55,80,51
grafo6742.77.graphml,77,104,48
grafo6743.82.graphml,82,104,48
grafo6744.46.graphml,46,61,8
grafo6745.35.graphml,35,53,34
grafo6746.38.graphml,38,47,9
grafo6747.51.graphml,51,65,19
grafo6748.38.graphml,38,50,17
grafo6749.86.graphml,86,103,19
grafo675.11.graphml,11,11,0
